Date,Julian Date,Time,Station,Depth (m),Calculated Chlorophyll-a (micrograms/L),Oxygen % Saturation,Calculated SPM (mg/L),Extinction Coefficient,Salinity,Temperature (Degrees Celsius),Month,Year
2021-04-20,2021110,8:02,29,1,14.4,95.0,25,1.9,29.35,16.04,4,2021
2021-04-20,2021110,8:02,29,2,12.4,95.0,26,1.9,29.35,16.04,4,2021
2021-04-20,2021110,8:02,29,3,11.9,95.0,26,1.9,29.35,16.04,4,2021
2021-04-20,2021110,8:02,29,4,11.7,94.0,26,1.9,29.36,16.05,4,2021
2021-04-20,2021110,8:02,29,5,11.8,94.0,27,1.9,29.39,16.07,4,2021
2021-04-20,2021110,8:02,29,6,10.8,94.0,27,1.9,29.45,16.07,4,2021
2021-04-20,2021110,8:02,29,7,10.6,93.0,26,1.9,29.47,16.05,4,2021
2021-04-20,2021110,8:02,29,8,10.2,93.0,25,1.9,29.47,16.04,4,2021
2021-04-20,2021110,8:02,29,9,10.3,94.0,25,1.9,29.47,16.04,4,2021
2021-04-20,2021110,8:02,29,10,10.2,94.0,26,1.9,29.47,16.03,4,2021
2021-04-20,2021110,8:02,29,11,9.7,93.0,26,1.9,29.47,16.03,4,2021
2021-04-20,2021110,8:02,29,12,10.0,93.0,26,1.9,29.47,16.03,4,2021
2021-04-20,2021110,8:02,29,13,10.7,93.0,26,1.9,29.48,16.01,4,2021
2021-04-20,2021110,8:02,29,14,11.0,93.0,27,1.9,29.49,15.99,4,2021
2021-04-20,2021110,8:02,29,15,10.0,93.0,27,1.9,29.5,15.96,4,2021
2021-04-20,2021110,7:48,30,1,15.1,95.0,30,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,2,15.7,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,3,15.6,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,4,14.8,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,5,14.5,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,6,14.2,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,7,14.3,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,8,14.5,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,9,14.1,95.0,31,2.3,29.36,16.26,4,2021
2021-04-20,2021110,7:48,30,10,13.7,95.0,33,2.3,29.38,16.28,4,2021
2021-04-20,2021110,7:48,30,11,14.0,95.0,35,2.3,29.38,16.28,4,2021
2021-04-20,2021110,7:48,30,12,14.4,95.0,35,2.3,29.39,16.29,4,2021
2021-04-20,2021110,7:37,31,1,20.6,96.0,37,2.9,29.33,16.78,4,2021
2021-04-20,2021110,7:37,31,2,19.6,95.0,38,2.9,29.33,16.78,4,2021
2021-04-20,2021110,7:37,31,3,19.6,95.0,38,2.9,29.33,16.78,4,2021
2021-04-20,2021110,7:37,31,4,19.4,95.0,39,2.9,29.33,16.77,4,2021
2021-04-20,2021110,7:37,31,5,19.6,95.0,40,2.9,29.33,16.77,4,2021
2021-04-20,2021110,7:37,31,6,19.5,95.0,40,2.9,29.33,16.76,4,2021
2021-04-20,2021110,7:37,31,7,19.7,95.0,39,2.9,29.33,16.76,4,2021
2021-04-20,2021110,7:37,31,8,20.1,95.0,38,2.9,29.33,16.75,4,2021
2021-04-20,2021110,7:37,31,9,18.5,94.0,38,2.9,29.33,16.73,4,2021
2021-04-20,2021110,7:37,31,10,18.5,94.0,38,2.9,29.32,16.7,4,2021
2021-04-20,2021110,7:37,31,11,17.6,94.0,38,2.9,29.32,16.68,4,2021
2021-04-20,2021110,7:37,31,12,17.5,94.0,38,2.9,29.32,16.68,4,2021
2021-04-20,2021110,7:37,31,13,17.7,94.0,39,2.9,29.32,16.67,4,2021
2021-04-20,2021110,7:28,32,1,21.3,94.0,46,3.1,29.33,16.9,4,2021
2021-04-20,2021110,7:28,32,2,21.3,94.0,47,3.1,29.33,16.89,4,2021
2021-04-20,2021110,7:28,32,3,20.5,94.0,47,3.1,29.33,16.88,4,2021
2021-04-20,2021110,7:28,32,4,20.0,95.0,48,3.1,29.32,16.75,4,2021
2021-04-20,2021110,7:28,32,5,19.9,95.0,54,3.1,29.33,16.71,4,2021
2021-04-20,2021110,7:28,32,6,20.1,95.0,57,3.1,29.33,16.7,4,2021
2021-04-20,2021110,7:28,32,7,19.9,95.0,59,3.1,29.33,16.66,4,2021
2021-04-20,2021110,7:28,32,8,19.8,95.0,55,3.1,29.34,16.65,4,2021
2021-04-20,2021110,7:28,32,9,19.5,95.0,52,3.1,29.34,16.62,4,2021
2021-04-20,2021110,7:28,32,10,20.2,95.0,56,3.1,29.34,16.57,4,2021
2021-04-20,2021110,7:28,32,11,21.1,95.0,65,3.1,29.35,16.54,4,2021
2021-04-20,2021110,7:21,33,1,23.0,94.0,43,3.3,29.34,16.96,4,2021
2021-04-20,2021110,7:21,33,2,21.7,94.0,43,3.3,29.35,16.97,4,2021
2021-04-20,2021110,7:21,33,3,20.9,94.0,43,3.3,29.34,16.96,4,2021
2021-04-20,2021110,7:21,33,4,21.6,94.0,44,3.3,29.33,16.88,4,2021
2021-04-20,2021110,7:21,33,5,21.4,94.0,47,3.3,29.32,16.81,4,2021
2021-04-20,2021110,7:21,33,6,21.4,94.0,49,3.3,29.32,16.78,4,2021
2021-04-20,2021110,7:21,33,7,21.5,94.0,50,3.3,29.32,16.77,4,2021
2021-04-20,2021110,7:21,33,8,21.3,94.0,51,3.3,29.33,16.76,4,2021
2021-04-20,2021110,7:21,33,9,20.9,94.0,51,3.3,29.34,16.74,4,2021
2021-04-20,2021110,7:21,33,10,21.6,94.0,52,3.3,29.35,16.73,4,2021
2021-04-20,2021110,7:21,33,11,21.4,94.0,53,3.3,29.35,16.73,4,2021
2021-04-20,2021110,7:21,33,12,21.7,94.0,54,3.3,29.36,16.73,4,2021
2021-04-20,2021110,7:11,34,1,24.9,91.0,57,3.9,29.23,16.9,4,2021
2021-04-20,2021110,7:11,34,2,24.5,91.0,57,3.9,29.23,16.92,4,2021
2021-04-20,2021110,7:11,34,3,24.9,90.0,60,3.9,29.25,16.96,4,2021
2021-04-20,2021110,7:11,34,4,26.1,90.0,63,3.9,29.27,17.03,4,2021
2021-04-20,2021110,7:11,34,5,26.7,89.0,74,3.9,29.29,17.07,4,2021
2021-04-20,2021110,7:11,34,6,27.4,89.0,81,3.9,29.31,17.11,4,2021
2021-04-20,2021110,7:11,34,7,27.6,89.0,91,3.9,29.34,17.16,4,2021
2021-04-20,2021110,7:11,34,8,28.3,88.0,105,3.9,29.36,17.21,4,2021
2021-04-20,2021110,7:11,34,9,28.8,88.0,113,3.9,29.36,17.23,4,2021
2021-04-20,2021110,7:01,35,1,28.8,88.0,43,2.6,28.7,16.48,4,2021
2021-04-20,2021110,7:01,35,2,28.8,88.0,43,2.6,28.73,16.55,4,2021
2021-04-20,2021110,7:01,35,3,28.8,88.0,45,2.6,28.77,16.63,4,2021
2021-04-20,2021110,7:01,35,4,28.8,87.0,50,2.6,28.9,16.85,4,2021
2021-04-20,2021110,7:01,35,5,28.8,87.0,56,2.6,28.96,16.93,4,2021
2021-04-20,2021110,7:01,35,6,28.8,87.0,64,2.6,29.05,17.04,4,2021
2021-04-20,2021110,7:01,35,7,28.8,87.0,81,2.6,29.05,17.04,4,2021
2021-04-20,2021110,6:54,36,1,28.8,88.0,53,2.7,28.39,16.31,4,2021
2021-04-20,2021110,6:54,36,2,28.8,88.0,55,2.7,28.49,16.46,4,2021
2021-04-20,2021110,6:54,36,3,28.8,88.0,63,2.7,28.53,16.52,4,2021
2021-04-20,2021110,6:54,36,4,28.8,88.0,65,2.7,28.58,16.56,4,2021
2021-04-20,2021110,6:54,36,5,28.8,88.0,64,2.7,28.59,16.57,4,2021
2021-04-20,2021110,6:54,36,6,28.8,88.0,66,2.7,28.59,16.57,4,2021
2021-05-18,2021138,11:39,12,1,3.0,95.0,24,2.0,22.69,17.25,5,2021
2021-05-18,2021138,11:39,12,2,3.0,95.0,25,2.0,22.94,17.18,5,2021
2021-05-18,2021138,11:39,12,3,4.1,95.0,32,2.0,23.03,17.16,5,2021
2021-05-18,2021138,11:39,12,4,4.2,95.0,41,2.0,23.21,17.12,5,2021
2021-05-18,2021138,11:39,12,5,4.2,95.0,44,2.0,23.29,17.11,5,2021
2021-05-18,2021138,11:39,12,6,4.2,95.0,45,2.0,23.48,17.08,5,2021
2021-05-18,2021138,11:39,12,7,4.3,95.0,47,2.0,23.61,17.06,5,2021
2021-05-18,2021138,11:39,12,8,4.3,95.0,56,2.0,23.67,17.06,5,2021
2021-05-18,2021138,11:21,13,1,2.9,95.0,17,1.7,25.78,16.53,5,2021
2021-05-18,2021138,11:21,13,2,2.9,95.0,16,1.7,25.77,16.53,5,2021
2021-05-18,2021138,11:21,13,3,3.6,95.0,18,1.7,25.81,16.48,5,2021
2021-05-18,2021138,11:21,13,4,4.0,95.0,18,1.7,25.83,16.47,5,2021
2021-05-18,2021138,11:21,13,5,4.0,95.0,19,1.7,25.81,16.48,5,2021
2021-05-18,2021138,11:21,13,6,4.0,95.0,19,1.7,25.85,16.46,5,2021
2021-05-18,2021138,11:21,13,7,4.0,95.0,22,1.7,25.92,16.42,5,2021
2021-05-18,2021138,11:21,13,8,4.0,95.0,24,1.7,25.93,16.41,5,2021
2021-05-18,2021138,11:07,14,1,3.9,94.0,24,1.8,27.46,15.97,5,2021
2021-05-18,2021138,11:07,14,2,3.9,94.0,26,1.8,27.47,15.93,5,2021
2021-05-18,2021138,11:07,14,3,4.3,93.0,28,1.8,27.47,15.93,5,2021
2021-05-18,2021138,11:07,14,4,4.3,93.0,28,1.8,27.5,15.91,5,2021
2021-05-18,2021138,11:07,14,5,4.2,93.0,29,1.8,27.53,15.9,5,2021
2021-05-18,2021138,11:07,14,6,4.2,92.0,30,1.8,27.69,15.87,5,2021
2021-05-18,2021138,11:07,14,7,4.2,92.0,32,1.8,27.79,15.86,5,2021
2021-05-18,2021138,11:07,14,8,4.3,92.0,38,1.8,27.83,15.85,5,2021
2021-05-18,2021138,11:07,14,9,4.3,92.0,46,1.8,27.85,15.85,5,2021
2021-05-18,2021138,11:07,14,10,4.4,92.0,50,1.8,27.86,15.85,5,2021
2021-05-18,2021138,11:07,14,11,4.5,92.0,56,1.8,27.87,15.85,5,2021
2021-05-18,2021138,11:07,14,12,4.6,92.0,63,1.8,27.87,15.85,5,2021
2021-05-18,2021138,11:07,14,13,4.5,92.0,65,1.8,27.87,15.85,5,2021
2021-05-18,2021138,11:07,14,14,4.6,92.0,65,1.8,27.87,15.85,5,2021
2021-05-18,2021138,11:07,14,15,4.6,92.0,66,1.8,27.88,15.85,5,2021
2021-05-18,2021138,10:51,15,1,3.1,94.0,12,1.7,26.78,16.16,5,2021
2021-05-18,2021138,10:51,15,2,3.1,94.0,12,1.7,27.16,15.94,5,2021
2021-05-18,2021138,10:51,15,3,3.7,93.0,17,1.7,27.39,15.8,5,2021
2021-05-18,2021138,10:51,15,4,4.2,93.0,26,1.7,27.43,15.78,5,2021
2021-05-18,2021138,10:51,15,5,4.2,93.0,29,1.7,27.44,15.78,5,2021
2021-05-18,2021138,10:51,15,6,4.3,93.0,30,1.7,27.47,15.77,5,2021
2021-05-18,2021138,10:51,15,7,4.3,92.0,33,1.7,27.49,15.76,5,2021
2021-05-18,2021138,10:51,15,8,4.4,92.0,37,1.7,27.5,15.76,5,2021
2021-05-18,2021138,10:51,15,9,4.4,92.0,38,1.7,27.51,15.76,5,2021
2021-05-18,2021138,10:51,15,10,4.5,92.0,40,1.7,27.55,15.75,5,2021
2021-05-18,2021138,10:51,15,11,4.5,91.0,43,1.7,27.62,15.72,5,2021
2021-05-18,2021138,10:51,15,12,4.5,92.0,45,1.7,27.75,15.68,5,2021
2021-05-18,2021138,10:51,15,13,4.5,92.0,46,1.7,27.81,15.66,5,2021
2021-05-18,2021138,10:51,15,14,4.7,92.0,50,1.7,27.89,15.63,5,2021
2021-05-18,2021138,10:51,15,15,4.7,92.0,53,1.7,28.01,15.6,5,2021
2021-05-18,2021138,10:51,15,16,4.8,92.0,57,1.7,28.03,15.59,5,2021
2021-05-18,2021138,10:51,15,17,4.8,92.0,60,1.7,28.04,15.59,5,2021
2021-05-18,2021138,10:51,15,18,4.8,91.0,60,1.7,28.06,15.59,5,2021
2021-05-18,2021138,10:51,15,19,4.8,91.0,62,1.7,28.08,15.58,5,2021
2021-05-18,2021138,10:51,15,20,4.8,91.0,64,1.7,28.11,15.58,5,2021
2021-05-18,2021138,10:51,15,21,4.8,91.0,66,1.7,28.16,15.56,5,2021
2021-05-18,2021138,10:51,15,22,4.8,91.0,70,1.7,28.16,15.56,5,2021
2021-05-18,2021138,10:32,16,1,3.5,92.0,11,1.5,29.02,15.39,5,2021
2021-05-18,2021138,10:32,16,2,3.5,92.0,13,1.5,29.09,15.35,5,2021
2021-05-18,2021138,10:32,16,3,4.2,92.0,14,1.5,29.15,15.32,5,2021
2021-05-18,2021138,10:32,16,4,4.5,91.0,14,1.5,29.3,15.25,5,2021
2021-05-18,2021138,10:32,16,5,4.4,91.0,17,1.5,29.41,15.2,5,2021
2021-05-18,2021138,10:32,16,6,4.4,91.0,23,1.5,29.42,15.2,5,2021
2021-05-18,2021138,10:32,16,7,4.4,91.0,24,1.5,29.45,15.18,5,2021
2021-05-18,2021138,10:32,16,8,4.4,91.0,26,1.5,29.5,15.16,5,2021
2021-05-18,2021138,10:32,16,9,4.6,91.0,34,1.5,29.54,15.15,5,2021
2021-05-18,2021138,10:32,16,10,4.6,91.0,37,1.5,29.55,15.14,5,2021
2021-05-18,2021138,10:32,16,11,4.7,91.0,43,1.5,29.56,15.14,5,2021
2021-05-18,2021138,10:32,16,12,4.7,91.0,44,1.5,29.56,15.14,5,2021
2021-05-18,2021138,10:15,17,1,3.3,90.0,11,1.4,30.91,14.74,5,2021
2021-05-18,2021138,10:15,17,2,3.3,90.0,10,1.4,30.94,14.67,5,2021
2021-05-18,2021138,10:15,17,3,4.0,90.0,11,1.4,31.01,14.56,5,2021
2021-05-18,2021138,10:15,17,4,4.8,89.0,13,1.4,31.08,14.51,5,2021
2021-05-18,2021138,10:15,17,5,5.0,89.0,15,1.4,31.16,14.44,5,2021
2021-05-18,2021138,10:15,17,6,5.1,89.0,18,1.4,31.23,14.38,5,2021
2021-05-18,2021138,10:15,17,7,5.0,89.0,19,1.4,31.28,14.34,5,2021
2021-05-18,2021138,10:15,17,8,5.0,89.0,23,1.4,31.33,14.3,5,2021
2021-05-18,2021138,10:15,17,9,5.2,88.0,28,1.4,31.34,14.29,5,2021
2021-05-18,2021138,10:15,17,10,5.3,88.0,29,1.4,31.39,14.25,5,2021
2021-05-18,2021138,10:15,17,11,5.3,88.0,33,1.4,31.38,14.26,5,2021
2021-05-18,2021138,9:57,18,1,4.7,91.0,19,1.5,31.38,14.22,5,2021
2021-05-18,2021138,9:57,18,2,4.7,90.0,18,1.5,31.38,14.22,5,2021
2021-05-18,2021138,9:57,18,3,5.3,90.0,18,1.5,31.45,14.19,5,2021
2021-05-18,2021138,9:57,18,4,5.5,90.0,17,1.5,31.47,14.18,5,2021
2021-05-18,2021138,9:57,18,5,5.5,90.0,17,1.5,31.48,14.18,5,2021
2021-05-18,2021138,9:57,18,6,5.4,90.0,17,1.5,31.45,14.2,5,2021
2021-05-18,2021138,9:57,18,7,5.4,90.0,16,1.5,31.46,14.19,5,2021
2021-05-18,2021138,9:57,18,8,5.4,90.0,16,1.5,31.49,14.18,5,2021
2021-05-18,2021138,9:57,18,9,5.5,90.0,16,1.5,31.5,14.18,5,2021
2021-05-18,2021138,9:57,18,10,5.5,90.0,15,1.5,31.51,14.17,5,2021
2021-05-18,2021138,9:57,18,11,5.5,89.0,15,1.5,31.53,14.16,5,2021
2021-05-18,2021138,9:57,18,12,5.4,89.0,15,1.5,31.74,13.96,5,2021
2021-05-18,2021138,9:57,18,13,5.4,89.0,19,1.5,31.79,13.9,5,2021
2021-05-18,2021138,9:57,18,14,5.3,89.0,19,1.5,31.79,13.9,5,2021
2021-05-18,2021138,9:57,18,15,5.3,89.0,19,1.5,31.78,13.91,5,2021
2021-05-18,2021138,9:57,18,16,5.3,89.0,19,1.5,31.76,13.94,5,2021
2021-05-18,2021138,9:57,18,17,5.4,89.0,17,1.5,31.74,13.95,5,2021
2021-05-18,2021138,9:57,18,18,5.4,89.0,17,1.5,31.75,13.94,5,2021
2021-05-18,2021138,9:57,18,19,5.4,89.0,19,1.5,31.83,13.84,5,2021
2021-05-18,2021138,9:57,18,20,5.4,89.0,19,1.5,31.79,13.89,5,2021
2021-05-18,2021138,9:57,18,21,5.4,89.0,18,1.5,31.77,13.91,5,2021
2021-05-18,2021138,9:57,18,22,5.4,89.0,18,1.5,31.75,13.94,5,2021
2021-05-18,2021138,9:57,18,23,5.5,88.0,19,1.5,31.86,13.8,5,2021
2021-05-18,2021138,9:57,18,24,5.6,88.0,24,1.5,31.94,13.71,5,2021
2021-05-18,2021138,9:57,18,25,5.5,88.0,25,1.5,32.0,13.64,5,2021
2021-05-18,2021138,9:57,18,26,5.3,88.0,24,1.5,32.04,13.59,5,2021
2021-05-18,2021138,9:57,18,27,5.1,88.0,24,1.5,32.04,13.59,5,2021
2021-05-18,2021138,9:57,18,28,5.1,88.0,23,1.5,32.04,13.58,5,2021
2021-05-18,2021138,9:57,18,29,5.0,88.0,23,1.5,32.05,13.58,5,2021
2021-05-18,2021138,9:57,18,30,5.0,88.0,22,1.5,32.04,13.58,5,2021
2021-05-18,2021138,9:57,18,31,4.9,88.0,23,1.5,32.04,13.58,5,2021
2021-05-18,2021138,9:57,18,32,4.8,88.0,23,1.5,32.04,13.57,5,2021
2021-05-18,2021138,9:57,18,33,4.7,88.0,23,1.5,32.06,13.55,5,2021
2021-05-18,2021138,9:57,18,34,4.7,88.0,22,1.5,32.07,13.54,5,2021
2021-05-18,2021138,9:57,18,35,4.6,87.0,22,1.5,32.07,13.54,5,2021
2021-05-18,2021138,9:57,18,36,4.6,88.0,21,1.5,32.07,13.55,5,2021
2021-05-18,2021138,9:57,18,37,4.6,88.0,21,1.5,32.06,13.56,5,2021
2021-05-18,2021138,9:57,18,38,4.6,88.0,21,1.5,32.06,13.56,5,2021
2021-05-18,2021138,9:57,18,39,4.5,88.0,21,1.5,32.05,13.57,5,2021
2021-05-18,2021138,9:57,18,40,4.4,87.0,20,1.5,32.02,13.61,5,2021
2021-05-18,2021138,9:57,18,41,4.5,87.0,21,1.5,32.02,13.61,5,2021
2021-05-18,2021138,9:57,18,42,4.5,87.0,20,1.5,32.02,13.6,5,2021
2021-05-18,2021138,9:42,20,1,4.0,90.0,8,1.1,31.45,14.7,5,2021
2021-05-18,2021138,9:42,20,2,4.0,90.0,9,1.1,31.46,14.66,5,2021
2021-05-18,2021138,9:42,20,3,4.6,89.0,9,1.1,31.47,14.63,5,2021
2021-05-18,2021138,9:42,20,4,4.9,89.0,10,1.1,31.47,14.63,5,2021
2021-05-18,2021138,9:42,20,5,5.1,89.0,10,1.1,31.47,14.63,5,2021
2021-05-18,2021138,9:42,20,6,5.2,89.0,11,1.1,31.47,14.62,5,2021
2021-05-18,2021138,9:42,20,7,5.5,89.0,10,1.1,31.48,14.61,5,2021
2021-05-18,2021138,9:42,20,8,5.6,89.0,12,1.1,31.48,14.6,5,2021
2021-05-18,2021138,9:42,20,9,5.6,89.0,12,1.1,31.48,14.6,5,2021
2021-05-18,2021138,9:42,20,10,5.3,89.0,13,1.1,31.48,14.6,5,2021
2021-05-18,2021138,9:42,20,11,5.4,89.0,13,1.1,31.48,14.6,5,2021
2021-05-18,2021138,9:42,20,12,5.4,89.0,12,1.1,31.48,14.6,5,2021
2021-05-18,2021138,9:42,20,13,5.5,89.0,13,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,14,5.5,89.0,15,1.1,31.5,14.58,5,2021
2021-05-18,2021138,9:42,20,15,5.6,89.0,17,1.1,31.5,14.58,5,2021
2021-05-18,2021138,9:42,20,16,5.7,89.0,18,1.1,31.5,14.58,5,2021
2021-05-18,2021138,9:42,20,17,5.8,89.0,17,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,18,5.7,89.0,17,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,19,5.7,89.0,17,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,20,5.6,89.0,16,1.1,31.49,14.6,5,2021
2021-05-18,2021138,9:42,20,21,5.7,89.0,16,1.1,31.49,14.6,5,2021
2021-05-18,2021138,9:42,20,22,5.8,89.0,16,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,23,5.7,89.0,17,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,24,5.7,89.0,17,1.1,31.49,14.59,5,2021
2021-05-18,2021138,9:42,20,25,5.7,89.0,17,1.1,31.5,14.58,5,2021
2021-05-18,2021138,9:29,21,1,4.9,90.0,27,1.9,31.21,15.25,5,2021
2021-05-18,2021138,9:29,21,2,4.9,90.0,27,1.9,31.21,15.23,5,2021
2021-05-18,2021138,9:29,21,3,5.1,90.0,29,1.9,31.21,15.23,5,2021
2021-05-18,2021138,9:29,21,4,5.3,90.0,29,1.9,31.21,15.22,5,2021
2021-05-18,2021138,9:29,21,5,5.4,90.0,31,1.9,31.21,15.22,5,2021
2021-05-18,2021138,9:29,21,6,5.9,90.0,32,1.9,31.21,15.21,5,2021
2021-05-18,2021138,9:29,21,7,6.1,90.0,37,1.9,31.21,15.2,5,2021
2021-05-18,2021138,9:29,21,8,6.4,90.0,39,1.9,31.21,15.2,5,2021
2021-05-18,2021138,9:29,21,9,6.2,90.0,39,1.9,31.21,15.21,5,2021
2021-05-18,2021138,9:29,21,10,6.2,90.0,41,1.9,31.21,15.21,5,2021
2021-05-18,2021138,9:29,21,11,6.3,90.0,42,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,12,6.5,90.0,43,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,13,6.8,90.0,44,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,14,6.9,90.0,46,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,15,6.9,90.0,49,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,16,7.0,90.0,50,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,17,6.6,90.0,52,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:29,21,18,6.6,90.0,53,1.9,31.2,15.21,5,2021
2021-05-18,2021138,9:20,22,1,5.7,94.0,10,0.8,30.7,16.15,5,2021
2021-05-18,2021138,9:20,22,2,5.7,94.0,10,0.8,30.72,16.1,5,2021
2021-05-18,2021138,9:20,22,3,5.6,93.0,10,0.8,30.74,16.03,5,2021
2021-05-18,2021138,9:20,22,4,5.7,92.0,10,0.8,30.84,15.87,5,2021
2021-05-18,2021138,9:20,22,5,5.6,91.0,11,0.8,30.95,15.67,5,2021
2021-05-18,2021138,9:20,22,6,5.3,91.0,12,0.8,31.02,15.54,5,2021
2021-05-18,2021138,9:20,22,7,5.0,91.0,12,0.8,31.07,15.48,5,2021
2021-05-18,2021138,9:20,22,8,5.1,91.0,12,0.8,31.1,15.42,5,2021
2021-05-18,2021138,9:20,22,9,5.0,91.0,12,0.8,31.14,15.35,5,2021
2021-05-18,2021138,9:20,22,10,5.4,90.0,13,0.8,31.14,15.35,5,2021
2021-05-18,2021138,9:20,22,11,5.3,90.0,13,0.8,31.17,15.29,5,2021
2021-05-18,2021138,9:20,22,12,5.5,90.0,15,0.8,31.2,15.23,5,2021
2021-05-18,2021138,9:20,22,13,5.1,90.0,15,0.8,31.2,15.23,5,2021
2021-05-18,2021138,9:20,22,14,5.1,90.0,16,0.8,31.19,15.24,5,2021
2021-05-18,2021138,9:20,22,15,5.1,90.0,16,0.8,31.2,15.22,5,2021
2021-05-18,2021138,9:20,22,16,5.0,90.0,16,0.8,31.23,15.16,5,2021
2021-05-18,2021138,9:20,22,17,4.9,90.0,18,0.8,31.24,15.13,5,2021
2021-05-18,2021138,9:20,22,18,4.8,90.0,20,0.8,31.23,15.15,5,2021
2021-05-18,2021138,9:20,22,19,4.8,90.0,20,0.8,31.24,15.13,5,2021
2021-05-18,2021138,9:09,23,1,5.5,94.0,13,1.2,30.51,16.58,5,2021
2021-05-18,2021138,9:09,23,2,5.5,93.0,13,1.2,30.53,16.53,5,2021
2021-05-18,2021138,9:09,23,3,5.2,92.0,14,1.2,30.58,16.43,5,2021
2021-05-18,2021138,9:09,23,4,5.0,91.0,15,1.2,30.65,16.33,5,2021
2021-05-18,2021138,9:09,23,5,4.8,91.0,17,1.2,30.71,16.25,5,2021
2021-05-18,2021138,9:09,23,6,4.6,91.0,18,1.2,30.74,16.19,5,2021
2021-05-18,2021138,9:09,23,7,4.4,91.0,19,1.2,30.84,16.03,5,2021
2021-05-18,2021138,9:09,23,8,4.3,91.0,20,1.2,30.86,15.99,5,2021
2021-05-18,2021138,9:09,23,9,4.4,90.0,21,1.2,30.86,15.99,5,2021
2021-05-18,2021138,9:09,23,10,4.3,90.0,21,1.2,30.86,15.98,5,2021
2021-05-18,2021138,9:09,23,11,4.3,90.0,22,1.2,30.88,15.93,5,2021
2021-05-18,2021138,9:09,23,12,4.3,90.0,22,1.2,30.88,15.93,5,2021
2021-05-18,2021138,9:09,23,13,4.3,90.0,22,1.2,30.89,15.92,5,2021
2021-05-18,2021138,9:09,23,14,4.3,90.0,23,1.2,30.89,15.91,5,2021
2021-05-18,2021138,9:09,23,15,4.3,90.0,23,1.2,30.9,15.9,5,2021
2021-05-18,2021138,8:58,24,1,4.9,91.0,29,2.1,30.77,16.29,5,2021
2021-05-18,2021138,8:58,24,2,4.9,91.0,29,2.1,30.77,16.29,5,2021
2021-05-18,2021138,8:58,24,3,5.0,91.0,32,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,4,5.3,91.0,32,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,5,5.4,91.0,34,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,6,5.6,91.0,35,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,7,5.4,91.0,37,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,8,5.3,91.0,39,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,9,5.5,91.0,40,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:58,24,10,5.5,91.0,40,2.1,30.77,16.28,5,2021
2021-05-18,2021138,8:48,25,1,8.1,98.0,19,1.7,30.59,16.66,5,2021
2021-05-18,2021138,8:48,25,2,8.1,98.0,20,1.7,30.6,16.59,5,2021
2021-05-18,2021138,8:48,25,3,8.2,98.0,21,1.7,30.6,16.62,5,2021
2021-05-18,2021138,8:48,25,4,8.3,98.0,21,1.7,30.61,16.57,5,2021
2021-05-18,2021138,8:48,25,5,8.5,97.0,21,1.7,30.6,16.59,5,2021
2021-05-18,2021138,8:48,25,6,8.4,97.0,22,1.7,30.61,16.53,5,2021
2021-05-18,2021138,8:48,25,7,8.4,97.0,24,1.7,30.62,16.5,5,2021
2021-05-18,2021138,8:37,26,1,10.1,97.0,26,2.0,30.43,18.03,5,2021
2021-05-18,2021138,8:37,26,2,10.1,97.0,29,2.0,30.43,18.02,5,2021
2021-05-18,2021138,8:37,26,3,10.3,97.0,30,2.0,30.44,18.02,5,2021
2021-05-18,2021138,8:37,26,4,10.6,97.0,33,2.0,30.44,18.0,5,2021
2021-05-18,2021138,8:37,26,5,11.1,97.0,40,2.0,30.44,18.0,5,2021
